fecha_desaparicion;fecha_denuncia;fecha_conocimiento;zona;distrito;circuito;subcircuito;codigo_provincia;provincia;codigo_canton;canton;dias_solucion;latitud_desaparicion;longitud_desaparicion;sexo;nacionalidad;edad;rango_edad;etnia;fecha_localizacion;latitud_localizacion;longitud_localizacion;provincia_localizacion;situacion_actual;motivo_desaparicion;motivacion_desaparicion_observada;estado_desaparecido
31/12/2025;31/12/2025;31/12/2025;ZONA 9;EUGENIO ESPEJO;IÑAQUITO;IÑAQUITO 2;17;PICHINCHA;1701;QUITO;0;-0,173695;-78,487248;HOMBRE;ECUADOR;56;ADULTO;MESTIZO/A;31/12/2025;-0,18299;-78,485232;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
31/12/2025;2/1/2026;2/1/2026;ZONA 9;ELOY ALFARO - DMQ;ARGELIA;ARGELIA 4;17;PICHINCHA;1701;QUITO;172800;-0,291806;-78,526762;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;2/1/2026;-0,305761;-78,554283;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
31/12/2025;31/12/2025;31/12/2025;ZONA 9;EUGENIO ESPEJO;UNIVERSITARIO;UNIVERSITARIO 1;17;PICHINCHA;1701;QUITO;259200;-0,197653;-78,497839;HOMBRE;ECUADOR;17;ADOLESCENTES;MESTIZO/A;3/1/2026;-0,108971;-78,457232;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
30/12/2025;7/1/2026;7/1/2026;ZONA 9;ELOY ALFARO - DMQ;MENA;MENA 5;17;PICHINCHA;1701;QUITO;777600;-0,270212;-78,557467;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;8/1/2026;-0,126159;-78,477091;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
30/12/2025;30/12/2025;30/12/2025;ZONA 9;EUGENIO ESPEJO;EL BOSQUE;EL BOSQUE 4;17;PICHINCHA;1701;QUITO;172800;-0,177566;-78,500961;HOMBRE;ECUADOR;29;ADULTO;MESTIZO/A;1/1/2026;-0,142208;-78,500101;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
30/12/2025;31/12/2025;31/12/2025;ZONA 9;ELOY ALFARO - DMQ;BARRIO NUEVO;BARRIO NUEVO 3;17;PICHINCHA;1701;QUITO;259200;-0,27995;-78,541583;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;2/1/2026;-0,302907;-78,545627;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
30/12/2025;8/1/2026;8/1/2026;ZONA 9;QUITUMBE;GUAMANÍ;GUAMANÍ 4;17;PICHINCHA;1701;QUITO;1382400;-0,340792;-78,557679;HOMBRE;ECUADOR;22;ADULTO;MESTIZO/A;15/1/2026;-0,142177;-78,499755;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;DROGADICCIÓN;DESAPARICIÓN VOLUNTARIA
30/12/2025;16/1/2026;19/1/2026;ZONA 9;QUITUMBE;ECUATORIANA;ECUATORIANA 1;17;PICHINCHA;1701;QUITO;1987200;-0,2953;-78,567097;MUJER;ECUADOR;14;ADOLESCENTES;AFRO;22/1/2026;-0,244225;-78,540532;PICHINCHA;ENCONTRADO;VIOLENCIA;VIOLENCIA FÍSICA;DESAPARICIÓN VOLUNTARIA
30/12/2025;16/1/2026;19/1/2026;ZONA 9;QUITUMBE;ECUATORIANA;ECUATORIANA 1;17;PICHINCHA;1701;QUITO;2419200;-0,2953;-78,567097;HOMBRE;ECUADOR;13;ADOLESCENTES;AFRO;27/1/2026;-0,30532;-78,565491;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
29/12/2025;29/12/2025;29/12/2025;ZONA 9;EUGENIO ESPEJO;LAS CASAS;LAS CASAS 1;17;PICHINCHA;1701;QUITO;0;-0,190858;-78,501395;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;29/12/2025;-0,216349;-78,396278;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
29/12/2025;30/12/2025;30/12/2025;ZONA 9;MANUELA SÁENZ;EL PLACER;EL PLACER 1;17;PICHINCHA;1701;QUITO;345600;-0,216506;-78,519335;HOMBRE;ECUADOR;35;ADULTO;MESTIZO/A;2/1/2026;-0,142626;-78,500134;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
29/12/2025;31/12/2025;31/12/2025;ZONA 9;ELOY ALFARO - DMQ;ARGELIA;ARGELIA 8;17;PICHINCHA;1701;QUITO;345600;-0,280435;-78,528521;MUJER;ECUADOR;13;ADOLESCENTES;MESTIZO/A;2/1/2026;-0,142219;-78,50025;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
28/12/2025;30/12/2025;30/12/2025;ZONA 9;QUITUMBE;CHILLOGALLO;CHILLOGALLO 3;17;PICHINCHA;1701;QUITO;172800;-0,284808;-78,566669;HOMBRE;ECUADOR;17;ADOLESCENTES;MESTIZO/A;30/12/2025;-0,30428;-78,552321;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
27/12/2025;28/12/2025;28/12/2025;ZONA 9;ELOY ALFARO - DMQ;CHILIBULO;CHILIBULO 4;17;PICHINCHA;1701;QUITO;172800;-0,238009;-78,544091;HOMBRE;ECUADOR;37;ADULTO;MESTIZO/A;29/12/2025;-0,231601;-78,530924;PICHINCHA;ENCONTRADO;POSIBLE VINCULACIÓN A DELITO;ROBO (ESCOPOLAMINA U OTRA DROGA ALUCINÓGENA ALTAMENTE TÓXICA);DESAPARICIÓN INVOLUNTARIA
27/12/2025;30/12/2025;30/12/2025;ZONA 9;TUMBACO;PIFO;PIFO 2;17;PICHINCHA;1701;QUITO;345600;-0,227165;-78,336626;HOMBRE;ECUADOR;41;ADULTO;MESTIZO/A;31/12/2025;0,136814;-79,408107;ESMERALDAS;FALLECIDO;FALLECIDO;SIN_DATO;DESAPARICIÓN INVOLUNTARIA
27/12/2025;30/12/2025;2/1/2026;ZONA 9;QUITUMBE;QUITUMBE;QUITUMBE 4;17;PICHINCHA;1701;QUITO;691200;-0,299851;-78,52361;MUJER;ECUADOR;17;ADOLESCENTES;MESTIZO/A;4/1/2026;-0,142136;-78,500002;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
27/12/2025;8/1/2026;9/1/2026;ZONA 9;ELOY ALFARO - DMQ;FERROVIARIA;FERROVIARIA 1;17;PICHINCHA;1701;QUITO;;-0,26078;-78,520654;HOMBRE;ECUADOR;40;ADULTO;MESTIZO/A;;;;;DESAPARECIDO;;;EN INVESTIGACIÓN
26/12/2025;27/12/2025;27/12/2025;ZONA 9;ELOY ALFARO - DMQ;MENA;MENA 3;17;PICHINCHA;1701;QUITO;86400;-0,255746;-78,558364;MUJER;ECUADOR;13;ADOLESCENTES;MESTIZO/A;27/12/2025;-0,251053;-78,538431;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
26/12/2025;15/1/2026;17/1/2026;ZONA 9;MANUELA SÁENZ;MONJAS COLLACOTO;MONJAS COLLACOTO 1;17;PICHINCHA;1701;QUITO;2678400;-0,23538;-78,481756;MUJER;ECUADOR;14;ADOLESCENTES;MESTIZO/A;26/1/2026;-0,142262;-78,500155;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;RELACIÓN AFECTIVA;DESAPARICIÓN VOLUNTARIA
26/12/2025;27/12/2025;27/12/2025;ZONA 9;EUGENIO ESPEJO;IÑAQUITO;IÑAQUITO 2;17;PICHINCHA;1701;QUITO;86400;-0,180862;-78,489361;MUJER;ECUADOR;47;ADULTO;MESTIZO/A;27/12/2025;-0,180887;-78,489417;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
26/12/2025;27/12/2025;27/12/2025;ZONA 9;EUGENIO ESPEJO;COCHAPAMBA;COCHAPAMBA 4;17;PICHINCHA;1701;QUITO;86400;-0,128751;-78,514234;HOMBRE;ECUADOR;64;ADULTO;MESTIZO/A;27/12/2025;-0,143367;-78,505188;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
26/12/2025;27/12/2025;27/12/2025;ZONA 9;CALDERÓN;CARAPUNGO;CARAPUNGO 3;17;PICHINCHA;1701;QUITO;345600;-0,094921;-78,45306;MUJER;ECUADOR;14;ADOLESCENTES;MESTIZO/A;30/12/2025;-0,142655;-78,500109;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
25/12/2025;25/12/2025;25/12/2025;ZONA 9;MANUELA SÁENZ;SAN JUAN;SAN JUAN 4;17;PICHINCHA;1701;QUITO;172800;-0,215241;-78,516766;HOMBRE;ECUADOR;8;NIÑOS(AS);MESTIZO/A;27/12/2025;-0,109681;-78,467695;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
25/12/2025;26/12/2025;26/12/2025;ZONA 9;ELOY ALFARO - DMQ;BARRIO NUEVO;BARRIO NUEVO 2;17;PICHINCHA;1701;QUITO;864000;-0,28099;-78,545531;MUJER;ECUADOR;14;ADOLESCENTES;MESTIZO/A;4/1/2026;-0,331244;-78,566047;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
25/12/2025;26/12/2025;17/1/2026;ZONA 9;QUITUMBE;QUITUMBE;QUITUMBE 4;17;PICHINCHA;1701;QUITO;;-0,298634;-78,527893;HOMBRE;ECUADOR;17;ADOLESCENTES;MESTIZO/A;;;;;DESAPARECIDO;;;EN INVESTIGACIÓN
24/12/2025;25/12/2025;25/12/2025;ZONA 9;MANUELA SÁENZ;SAN JUAN;SAN JUAN 4;17;PICHINCHA;1701;QUITO;345600;-0,215294;-78,515037;HOMBRE;ECUADOR;39;ADULTO;MESTIZO/A;28/12/2025;-0,222892;-78,509522;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
24/12/2025;26/12/2025;26/12/2025;ZONA 9;LA DELICIA;LA ROLDÓS;LA ROLDÓS 3;17;PICHINCHA;1701;QUITO;259200;-0,092329;-78,521271;MUJER;ECUADOR;14;ADOLESCENTES;AFRO;27/12/2025;-0,142144;-78,500219;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
23/12/2025;26/12/2025;26/12/2025;ZONA 9;MANUELA SÁENZ;SAN JUAN;SAN JUAN 1;17;PICHINCHA;1701;QUITO;1036800;-0,211705;-78,504894;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;4/1/2026;-0,2854;-78,519538;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
23/12/2025;29/12/2025;3/1/2026;ZONA 9;ELOY ALFARO - DMQ;MAGDALENA;MAGDALENA 3;17;PICHINCHA;1701;QUITO;1123200;-0,244885;-78,521992;MUJER;ECUADOR;13;ADOLESCENTES;MESTIZO/A;5/1/2026;-0,142294;-78,499864;PICHINCHA;ENCONTRADO;VIOLENCIA;VIOLENCIA FÍSICA;DESAPARICIÓN VOLUNTARIA
22/12/2025;23/12/2025;23/12/2025;ZONA 9;TUMBACO;YARUQUÍ;YARUQUÍ 1;17;PICHINCHA;1701;QUITO;950400;-0,160877;-78,323683;MUJER;ECUADOR;22;ADULTO;MESTIZO/A;2/1/2026;0,040491;-78,145012;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
22/12/2025;24/12/2025;25/12/2025;ZONA 9;LA DELICIA;MENA DEL HIERRO;MENA DEL HIERRO 1;17;PICHINCHA;1701;QUITO;1123200;-0,125469;-78,516668;HOMBRE;ECUADOR;45;ADULTO;MESTIZO/A;4/1/2026;-0,142353;-78,50273;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;ALCOHOLISMO;DESAPARICIÓN VOLUNTARIA
22/12/2025;22/12/2025;22/12/2025;ZONA 9;ELOY ALFARO - DMQ;MAGDALENA;MAGDALENA 3;17;PICHINCHA;1701;QUITO;3628800;-0,24102;-78,521248;MUJER;ECUADOR;18;ADULTO;MESTIZO/A;2/2/2026;-2,836248;-77,936244;MORONA SANTIAGO;ENCONTRADO;CAUSAS PERSONALES;RELACIÓN AFECTIVA;DESAPARICIÓN VOLUNTARIA
22/12/2025;30/12/2025;30/12/2025;ZONA 9;EUGENIO ESPEJO;KENNEDY;KENNEDY 4;17;PICHINCHA;1701;QUITO;2592000;-0,126747;-78,480759;HOMBRE;ECUADOR;38;ADULTO;MESTIZO/A;21/1/2026;-0,141983;-78,500229;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
21/12/2025;24/12/2025;24/12/2025;ZONA 9;MANUELA SÁENZ;EL PLACER;EL PLACER 2;17;PICHINCHA;1701;QUITO;518400;-0,208809;-78,527791;HOMBRE;ECUADOR;52;ADULTO;MESTIZO/A;27/12/2025;-0,181851;-78,50394;PICHINCHA;FALLECIDO;FALLECIDO;SIN_DATO;DESAPARICIÓN INVOLUNTARIA
20/12/2025;27/1/2026;28/1/2026;ZONA 9;EUGENIO ESPEJO;AEROPUERTO;AEROPUERTO 4;17;PICHINCHA;1701;QUITO;6566400;-0,148989;-78,492629;HOMBRE;COLOMBIA;31;ADULTO;MESTIZO/A;6/3/2026;-0,142389;-78,500325;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;MIGRACIÓN/MOVILIDAD HUMANA;DESAPARICIÓN VOLUNTARIA
20/12/2025;6/3/2026;13/3/2026;ZONA 9;MANUELA SÁENZ;CENTRO HISTÓRICO;CENTRO HISTÓRICO 3;17;PICHINCHA;1701;QUITO;;-0,219976;-78,515949;HOMBRE;ECUADOR;45;ADULTO;MESTIZO/A;;;;;DESAPARECIDO;;;EN INVESTIGACIÓN
20/12/2025;22/12/2025;22/12/2025;ZONA 9;LA DELICIA;EL MIRADOR;EL MIRADOR 3;17;PICHINCHA;1701;QUITO;1728000;-0,119571;-78,464663;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;9/1/2026;-0,121841;-78,468728;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;RELACIÓN AFECTIVA;DESAPARICIÓN VOLUNTARIA
20/12/2025;21/12/2025;21/12/2025;ZONA 9;TUMBACO;PIFO;PIFO 2;17;PICHINCHA;1701;QUITO;259200;-0,240922;-78,330902;HOMBRE;ECUADOR;35;ADULTO;MESTIZO/A;23/12/2025;-0,165751;-78,326708;PICHINCHA;ENCONTRADO;POSIBLE VINCULACIÓN A DELITO;ROBO (ESCOPOLAMINA U OTRA DROGA ALUCINÓGENA ALTAMENTE TÓXICA);DESAPARICIÓN INVOLUNTARIA
20/12/2025;19/2/2026;23/2/2026;ZONA 9;ELOY ALFARO - DMQ;MAGDALENA;MAGDALENA 3;17;PICHINCHA;1701;QUITO;;-0,243465;-78,524064;HOMBRE;ECUADOR;51;ADULTO;MESTIZO/A;;;;;DESAPARECIDO;;;EN INVESTIGACIÓN
20/12/2025;22/12/2025;26/12/2025;ZONA 9;ELOY ALFARO - DMQ;MAGDALENA;MAGDALENA 3;17;PICHINCHA;1701;QUITO;1641600;-0,23818;-78,516902;MUJER;ECUADOR;42;ADULTO;MESTIZO/A;8/1/2026;-0,23818;-78,516902;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
19/12/2025;20/12/2025;20/12/2025;ZONA 9;EUGENIO ESPEJO;EL BOSQUE;EL BOSQUE 4;17;PICHINCHA;1701;QUITO;86400;-0,178496;-78,489228;HOMBRE;ECUADOR;28;ADULTO;MESTIZO/A;20/12/2025;-0,182054;-78,503943;PICHINCHA;FALLECIDO;FALLECIDO;SIN_DATO;DESAPARICIÓN INVOLUNTARIA
19/12/2025;19/12/2025;19/12/2025;ZONA 9;EUGENIO ESPEJO;KENNEDY;KENNEDY 3;17;PICHINCHA;1701;QUITO;86400;-0,140101;-78,480451;HOMBRE;ECUADOR;82;ADULTO MAYOR;MESTIZO/A;20/12/2025;-0,114175;-78,499461;PICHINCHA;ENCONTRADO;EXTRAVIADO - DISCAPACIDAD / ENFERMEDADES / TRASTORNOS;DISCAPACIDAD INTELECTUAL;EXTRAVÍO
19/12/2025;20/12/2025;20/12/2025;ZONA 9;MANUELA SÁENZ;PUENGASÍ;PUENGASÍ 3;17;PICHINCHA;1701;QUITO;259200;-0,24824;-78,497597;MUJER;ECUADOR;16;ADOLESCENTES;SIN_DATO;22/12/2025;-0,14237;-78,50021;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
19/12/2025;20/12/2025;20/12/2025;ZONA 9;EUGENIO ESPEJO;EL BOSQUE;EL BOSQUE 3;17;PICHINCHA;1701;QUITO;86400;-0,170958;-78,496248;HOMBRE;ECUADOR;31;ADULTO;MESTIZO/A;20/12/2025;-0,184912;-78,481622;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
19/12/2025;22/12/2025;22/12/2025;ZONA 9;TUMBACO;VÍA LÁCTEA;VÍA LÁCTEA 1;17;PICHINCHA;1701;QUITO;345600;-0,197046;-78,438663;HOMBRE;ECUADOR;20;ADULTO;MESTIZO/A;23/12/2025;-0,14237;-78,50021;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
19/12/2025;20/12/2025;20/12/2025;ZONA 9;TUMBACO;PIFO;PIFO 2;17;PICHINCHA;1701;QUITO;172800;-0,232825;-78,345132;HOMBRE;ECUADOR;25;ADULTO;MESTIZO/A;21/12/2025;-0,244563;-78,541036;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;ALCOHOLISMO;DESAPARICIÓN VOLUNTARIA
18/12/2025;26/12/2025;27/12/2025;ZONA 9;QUITUMBE;CHILLOGALLO;CHILLOGALLO 3;17;PICHINCHA;1701;QUITO;1468800;-0,285821;-78,564524;HOMBRE;ECUADOR;16;ADOLESCENTES;MESTIZO/A;4/1/2026;-0,281207;-78,524752;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
18/12/2025;19/12/2025;19/12/2025;ZONA 9;TUMBACO;CUMBAYÁ SUR;CUMBAYÁ SUR 1;17;PICHINCHA;1701;QUITO;86400;-0,20358;-78,438641;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;19/12/2025;-0,206976;-78,497921;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
18/12/2025;18/12/2025;18/12/2025;ZONA 9;EUGENIO ESPEJO;LA MARISCAL;LA MARISCAL 3;17;PICHINCHA;1701;QUITO;0;-0,204085;-78,489499;HOMBRE;ECUADOR;26;ADULTO;MESTIZO/A;18/12/2025;-0,091947;-78,470993;PICHINCHA;ENCONTRADO;POSIBLE VINCULACIÓN A DELITO;ROBO (ESCOPOLAMINA U OTRA DROGA ALUCINÓGENA ALTAMENTE TÓXICA);DESAPARICIÓN INVOLUNTARIA
17/12/2025;21/12/2025;21/12/2025;ZONA 9;QUITUMBE;GUAMANÍ;GUAMANÍ 4;17;PICHINCHA;1701;QUITO;345600;-0,354029;-78,552527;HOMBRE;ECUADOR;23;ADULTO;MESTIZO/A;21/12/2025;-0,353525;-78,554104;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
17/12/2025;19/12/2025;31/12/2025;ZONA 9;LOS CHILLOS;CONOCOTO NORTE;CONOCOTO NORTE 2;17;PICHINCHA;1701;QUITO;1555200;-0,290413;-78,488099;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;4/1/2026;-0,289398;-78,488125;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
17/12/2025;18/12/2025;4/2/2026;ZONA 9;LOS CHILLOS;CONOCOTO SUR;CONOCOTO SUR 1;17;PICHINCHA;1701;QUITO;4838400;-0,293093;-78,477827;HOMBRE;ECUADOR;15;ADOLESCENTES;MESTIZO/A;11/2/2026;-0,28273;-78,480529;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
16/12/2025;16/12/2025;16/12/2025;ZONA 9;EUGENIO ESPEJO;KENNEDY;KENNEDY 3;17;PICHINCHA;1701;QUITO;86400;-0,140304;-78,480912;MUJER;REPUBLICA DOMINICANA;75;ADULTO MAYOR;MESTIZO/A;17/12/2025;-0,089545;-78,424;PICHINCHA;ENCONTRADO;EXTRAVIADO - DISCAPACIDAD / ENFERMEDADES / TRASTORNOS;DISCAPACIDAD INTELECTUAL;EXTRAVÍO
16/12/2025;17/12/2025;17/12/2025;ZONA 9;QUITUMBE;LAS CUADRAS;LAS CUADRAS 3;17;PICHINCHA;1701;QUITO;86400;-0,285749;-78,545902;HOMBRE;ECUADOR;24;ADULTO;MESTIZO/A;17/12/2025;-0,142584;-78,500026;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
16/12/2025;16/12/2025;16/12/2025;ZONA 9;QUITUMBE;CHILLOGALLO;CHILLOGALLO 1;17;PICHINCHA;1701;QUITO;432000;-0,285769;-78,556752;HOMBRE;ECUADOR;80;ADULTO MAYOR;MESTIZO/A;21/12/2025;-0,285254;-78,557525;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
15/12/2025;16/12/2025;16/12/2025;ZONA 9;LA DELICIA;CARCELÉN;CARCELÉN 5;17;PICHINCHA;1701;QUITO;604800;-0,072971;-78,465686;HOMBRE;ECUADOR;15;ADOLESCENTES;MESTIZO/A;22/12/2025;-0,076597;-78,462939;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
15/12/2025;9/3/2026;12/3/2026;ZONA 9;MANUELA SÁENZ;CENTRO HISTÓRICO;CENTRO HISTÓRICO 3;17;PICHINCHA;1701;QUITO;;-0,218787;-78,517393;HOMBRE;ECUADOR;43;ADULTO;MESTIZO/A;;;;;DESAPARECIDO;;;EN INVESTIGACIÓN
15/12/2025;15/12/2025;15/12/2025;ZONA 9;MANUELA SÁENZ;EL PLACER;EL PLACER 3;17;PICHINCHA;1701;QUITO;345600;-0,207076;-78,520844;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;19/12/2025;-0,299474;-78,534469;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;RELACIÓN AFECTIVA;DESAPARICIÓN VOLUNTARIA
15/12/2025;16/12/2025;16/12/2025;ZONA 9;ELOY ALFARO - DMQ;MAGDALENA;MAGDALENA 1;17;PICHINCHA;1701;QUITO;777600;-0,241074;-78,527285;HOMBRE;ECUADOR;16;ADOLESCENTES;MESTIZO/A;24/12/2025;-0,232193;-78,536873;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
15/12/2025;16/12/2025;16/12/2025;ZONA 9;EUGENIO ESPEJO;IÑAQUITO;IÑAQUITO 5;17;PICHINCHA;1701;QUITO;172800;-0,201179;-78,480915;HOMBRE;ECUADOR;59;ADULTO;MESTIZO/A;17/12/2025;-0,142272;-78,499865;PICHINCHA;ENCONTRADO;POSIBLE VINCULACIÓN A DELITO;ROBO (ESCOPOLAMINA U OTRA DROGA ALUCINÓGENA ALTAMENTE TÓXICA);DESAPARICIÓN INVOLUNTARIA
15/12/2025;23/12/2025;17/1/2026;ZONA 9;QUITUMBE;GUAMANÍ;GUAMANÍ 3;17;PICHINCHA;1701;QUITO;8121600;-0,328497;-78,560726;MUJER;ECUADOR;27;ADULTO;MESTIZO/A;19/3/2026;-2,276808;-79,895267;GUAYAS;ENCONTRADO;EXTRAVIADO - AUSENCIA TEMPORAL;HOSPITALIZADO;EXTRAVÍO
14/12/2025;22/4/2026;23/4/2026;ZONA 9;QUITUMBE;GUAMANÍ;GUAMANÍ 3;17;PICHINCHA;1701;QUITO;13132800;-0,333629;-78,557369;MUJER;PERU;1;NIÑOS(AS);MESTIZO/A;15/5/2026;-0,269986;-78,524777;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
14/12/2025;16/12/2025;16/12/2025;ZONA 9;EUGENIO ESPEJO;EL BOSQUE;EL BOSQUE 2;17;PICHINCHA;1701;QUITO;259200;-0,161971;-78,487459;HOMBRE;ECUADOR;44;ADULTO;MESTIZO/A;17/12/2025;-0,259978;-78,529823;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
13/12/2025;15/12/2025;15/12/2025;ZONA 9;ELOY ALFARO - DMQ;FERROVIARIA;FERROVIARIA 1;17;PICHINCHA;1701;QUITO;864000;-0,262942;-78,523335;HOMBRE;ECUADOR;46;ADULTO;MESTIZO/A;23/12/2025;-0,142455;-78,500294;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
13/12/2025;14/12/2025;14/12/2025;ZONA 9;CALDERÓN;SAN JUAN DE CALDERÓN;SAN JUAN DE CALDERÓN 1;17;PICHINCHA;1701;QUITO;86400;-0,059014;-78,429624;HOMBRE;ECUADOR;25;ADULTO;MESTIZO/A;14/12/2025;-0,082799;-78,436813;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
13/12/2025;13/12/2025;13/12/2025;ZONA 9;EUGENIO ESPEJO;NAYON;NAYON 2;17;PICHINCHA;1701;QUITO;0;-0,185337;-78,453171;MUJER;ECUADOR;26;ADULTO;MESTIZO/A;13/12/2025;-0,309507;-78,484619;PICHINCHA;ENCONTRADO;POSIBLE VINCULACIÓN A DELITO;ROBO (ESCOPOLAMINA U OTRA DROGA ALUCINÓGENA ALTAMENTE TÓXICA);DESAPARICIÓN INVOLUNTARIA
